stkcd,roe,roa,profitmargin,turnover,leverage,year,Company
000858,0.23971226971064322,0.18315608664907837,0.3781417593429324,0.484358265448742,1.3087868063589108,2022,Wuliangye
000858,0.23816340661903215,0.1905350266987037,0.3785276215382623,0.5033583174839568,1.2499717807563229,2023,Wuliangye
000858,0.24336310482182621,0.17632440516667722,0.3722275762006571,0.4737005435395948,1.380200912016565,2024,Wuliangye
600519,0.3189580474745442,0.25701329540449125,0.5267946741888286,0.48788134732046534,1.2410176951062528,2022,Moutai
600519,0.3466095862204306,0.2842741947370807,0.5248803851790048,0.5415980531262033,1.2192791067124562,2023,Moutai
600519,0.3691345091917805,0.2988337438671582,0.5227335936777954,0.5716750319501266,1.2352504252527565,2024,Moutai
